iso3;age_13_17_men;age_13_17_women;age_18_24_men;age_18_24_women;age_25_34_men;age_25_34_women;age_35_44_men;age_35_44_women;age_45_54_men;age_45_54_women;age_55_100_men;age_55_100_women;age_13_17_ratio;age_18_24_ratio;age_25_34_ratio;age_35_44_ratio;age_45_54_ratio;age_55_100_ratio;total_men;total_women;total_all;total_ratio;iso2;age_13_17_ratio_std;age_18_24_ratio_std;age_25_34_ratio_std;age_35_44_ratio_std;age_45_54_ratio_std;age_55_100_ratio_std;total_ratio_std;age_13_17_men_pen;age_13_17_women_pen;age_18_24_men_pen;age_18_24_women_pen;age_25_34_men_pen;age_25_34_women_pen;age_35_44_men_pen;age_35_44_women_pen;age_45_54_men_pen;age_45_54_women_pen;age_55_100_men_pen;age_55_100_women_pen;total_men_pen;total_women_pen;total_all_pen
ARG;2904.166666666667;2133.333333333333;3138254.1666666665;3688712.5;3931340.579710145;4300000.0;2506027.536231884;3116666.6666666665;1591483.3333333335;2191637.68115942;1324922.644927536;2318500.0;0.734576757532281;1.175402725241343;1.0937744804386895;1.243668164697405;1.3771037592766202;1.749913482780578;12494932.42753623;15617650.18115942;28112582.60869565;1.2499187387953672;AR;0.7770159097122367;1.22987351808835;1.1335343111347473;1.2723581147558574;1.3703589588350507;1.4284847083844054;1.208744222254313;0.001985904352919992;0.0015430792773856185;1.2632810551232472;1.553675915598791;1.1143441967170498;1.2631473813926641;0.7763408651092778;0.9877835995383722;0.601856123806801;0.8247589311883873;0.305525713606197;0.43643880990468575;0.7065924628901926;0.8540895570069654;0.7815760555074212
ASM;2000.0;2000.0;2900.0;3645.833333333333;2000.0;2316.666666666667;2000.0;2000.0;2000.0;2000.0;3000.0;3000.0;1.0;1.257183908045977;1.1583333333333334;1.0;1.0;1.0;13900.0;14962.5;28862.5;1.0764388489208634;AS;1.041535226077813;1.3539644386921823;1.1485961667787492;1.049494597420704;1.0615488670950286;0.9649122807017539;1.1026949477488739;1.0095911155981827;1.0515247108307044;1.031294452347084;1.3963360142984806;0.678195998643608;0.778973324366734;0.6642311524410495;0.6971070059254095;0.6371455877668047;0.6763611768684478;0.7272727272727276;0.7017543859649122;0.7714935893878004;0.8507220832385718;0.8106305294200252
AUT;2000.0;2000.0;395691.6666666666;407916.6666666666;522383.3333333333;524175.0;321791.30434782605;383916.6666666666;207670.83333333337;266108.3333333334;183645.8333333333;224283.33333333337;1.0;1.0308952677800476;1.0034297929362217;1.1930610351474535;1.2813948355771352;1.2212819058423143;1633182.971014493;1808400.0;3441582.971014493;1.107285608590853;AT;1.051094632560386;1.091645808598274;1.0486286978109134;1.2167548832117445;1.2672535376969172;1.0512743719747695;1.05847923697888;0.011207118761837519;0.011779742377034214;1.1608627197872048;1.2672509224136947;0.8364744827645104;0.8771511476134058;0.5172296194254482;0.6293416651776663;0.32987920203663235;0.41804058579355846;0.12480577587821927;0.1312051136551988;0.42234319414839444;0.4470415018854156;0.43497064110769595
AUS;2000.0;2816.6666666666665;1505748.9130434785;1685058.3333333333;1971408.3333333333;2198000.0;1252529.1666666667;1557308.3333333335;736133.3333333334;1061215.7608695654;736245.8333333333;1234691.6666666667;1.4083333333333332;1.119083214164457;1.1149389818615287;1.2433309936229031;1.441608079427955;1.6770100566500097;6204065.579710145;7739090.760869566;13943156.34057971;1.247422462164099;AU;1.4939961518781046;1.186985752240289;1.126068607142921;1.2223375717391893;1.4040494710979818;1.5187534845733388;1.210588766067577;0.003024158490098149;0.004518081146876135;1.3128539132739618;1.5583388898291004;1.031042184652386;1.1610242367771066;0.6884487133683276;0.8415167285656107;0.45105518195697575;0.6333037896626958;0.20440365941766447;0.3104387700001199;0.5758571543796142;0.6971262019516031;0.6374002963185442
ABW;2000.0;2000.0;5733.333333333334;6391.666666666667;8371.739130434784;8666.666666666666;6245.833333333333;7354.166666666666;4087.5;5664.311594202898;4475.0;6570.833333333333;1.0;1.1148255813953487;1.035228944862806;1.1774516344229486;1.3857643043921464;1.4683426443202978;30913.40579710145;36647.64492753623;67561.05072463768;1.185493606497814;AW;1.0434306569343068;1.2046033449851823;1.0073642904363085;1.0112231683867674;1.1402315872714317;1.1537251976668763;1.0303360779391235;0.6995452955578874;0.7299270072992701;1.2139177076716778;1.4622893311980478;1.3542120883912623;1.3641848995225352;0.9834409279378575;0.994478251070543;0.5891467281637359;0.6717637089899072;0.2976388427003658;0.3433934326278198;0.7344945304386393;0.7567762137598858;0.7464154796455541
AZE;2000.0;2225.0;569320.8333333334;496125.0;738933.3333333333;576191.6666666667;427291.6666666666;351216.6666666666;176862.5;175554.1666666667;154887.5;187545.8333333333;1.1125;0.8714330671779971;0.7797613677372791;0.8219600195026816;0.992602539637666;1.2108519624458611;2069295.833333333;1788858.3333333335;3858154.1666666665;0.8644768449814855;AZ;1.2417884079782726;0.9350152256289239;0.7354080837455547;0.7932447115742001;0.9006141870917618;0.9428987655504046;0.7986855066171773;0.006199147617202635;0.0076980296503883616;1.2039588417492468;1.1257198480661104;0.8503319163691961;0.6253409651647559;0.5359253410795056;0.42511994260991726;0.30222108682539056;0.27218459843323795;0.17790482644552158;0.16774624124094129;0.5282024192075169;0.4218676167811743;0.4729318231500152
BIH;2000.0;2000.0;142233.33333333334;159250.0;190841.66666666663;183808.33333333337;107704.16666666669;125604.16666666669;60437.49999999999;75524.99999999999;44025.0;58425.0;1.0;1.1196390906960394;0.963145714160954;1.1661959843707688;1.2496380558428126;1.3270868824531517;547241.6666666667;604612.5;1151854.1666666667;1.104836376372413;BA;1.0790786642225234;1.222165180476983;1.0843316982106563;1.1800789659755084;1.1905251190041775;0.9455247865276522;0.9777552718006378;0.02954384306310565;0.0318801307085359;1.1261724915147773;1.3763688063403714;1.0763892805709405;1.1671630165372349;0.4660097207799701;0.5499282694325625;0.27196779811270655;0.32378449521343405;0.08972315743994;0.0848354692849862;0.4160549608926457;0.40679993137159254;0.41114507215462537
BRB;2000.0;2000.0;17387.5;21337.5;24416.666666666664;27091.666666666668;16687.5;20447.10144927536;11425.0;14916.847826086956;11383.333333333332;15750.0;1.0;1.2271746944644142;1.109556313993174;1.2252944688704337;1.3056321948434972;1.3836017569546122;83299.99999999999;101543.115942029;184843.115942029;1.219004993301669;BB;1.0334075723830736;1.2656608438638572;1.0912349087759188;1.1559333534781229;1.1931910070692853;1.0906051345200174;1.0980129632076687;0.26939655172413796;0.27839643652561247;1.3087084148727985;1.656380996739637;1.3440860215053763;1.4667135870644072;0.9228791062935516;1.066786740192798;0.62305720674047;0.7434262559724374;0.30978428491082927;0.3378523317173624;0.7434778340071937;0.816348299597458;0.7818156730253142
BGD;3391.6666666666665;2554.166666666667;2919569.6428571427;1539796.6666666667;1682270.7509881423;658636.124401914;418586.3636363637;192645.3416149068;123325.0;60634.09090909091;54141.66666666666;26077.97619047619;0.7530712530712532;0.5274053559345118;0.3915161242713399;0.4602284220186938;0.4916609844645523;0.4816618659161371;5201285.090814982;2480344.366449721;7681629.457264703;0.4768714506401109;BD;0.7709205053062027;0.457012134515673;0.3344974291678057;0.4371762948271554;0.48661321881081493;0.4857358757775189;0.44578276169979947;0.0004865447077205201;0.0003750872919299621;0.27815637482686667;0.12712083858876796;0.13219340121533465;0.044218352859477734;0.03664283960937808;0.01601938085237364;0.015541491655545348;0.007562695279626342;0.004955769395822678;0.0024071949876313553;0.08600505847403313;0.03833957248670723;0.0613692749440404
BEL;2000.0;2000.0;548862.6811594203;599020.8333333333;694534.963768116;720820.8333333333;438087.5;541425.0;317887.5;414748.5507246377;334445.10869565216;481766.6666666666;1.0;1.0913856122772978;1.037846718936375;1.235883242502925;1.304702294757226;1.4404954778545689;2335817.7536231885;2759781.8840579707;5095599.637681159;1.1815056546158849;BE;1.0480106782827023;1.1381832644887544;1.0432374357972967;1.2347237690488992;1.329239986319355;1.2626642205094791;1.1331564846338338;0.0072160745276177215;0.0075625231602271786;1.1598443035271475;1.3201153756872146;0.9273560450931595;0.96745254255411;0.5769820907867252;0.7124135018098994;0.4116002284024389;0.5471154819707013;0.18353505858755903;0.23174315168762183;0.48129861729657386;0.5453866492349104;0.5140119756931874
BFA;2000.0;2000.0;58345.833333333336;19764.34782608696;53985.930735930735;17835.40669856459;21055.92885375494;6665.800865800866;7129.606625258799;2273.684210526316;5913.743315508022;3388.8888888888887;1.0;0.338744803132248;0.3303713848299758;0.3165759588236898;0.3189073857835435;0.573053091432286;148431.0428637858;51928.12848986762;200359.17135365345;0.349846821042157;BF;1.0281656334267184;0.3456382073859779;0.3293950847807384;0.30964445295094106;0.29220072370143585;0.4354815049585527;0.3382985575863957;0.0018238390352621038;0.0018752086169586363;0.03783361832155448;0.013076744015587385;0.033530988369746134;0.01104494275683448;0.01837028503331016;0.005688256859692185;0.010564414813606766;0.0030869296540180675;0.009473782268981263;0.0041256569601456124;0.02217349564559492;0.007501261593552989;0.014714265953573601
BGR;2000.0;2000.0;233446.37681159415;255883.3333333333;287204.1666666666;277909.05797101447;174480.61594202896;218195.83333333337;110360.14492753622;157720.83333333337;69000.0;112520.83333333331;1.0;1.0961118216019567;0.9676358849402064;1.2505448364867575;1.429146667367053;1.6307367149758452;876491.304347826;1024229.891304348;1900721.1956521736;1.1685568199292635;BG;1.0607593203839187;1.1587123114412592;1.022235253131535;1.3338515693632216;1.4839658381954388;1.227781008604824;1.0760950372305895;0.01433948736332676;0.015210744870176289;1.0256284870002774;1.1884083548520932;0.724271745910059;0.740376111516388;0.3458369409594304;0.4612951464425122;0.20648365482237907;0.3064146899021494;0.06751401649690317;0.08289242726953047;0.3103029402239889;0.33391545401309475;0.3225955208911958
BHR;2000.0;2000.0;106866.66666666669;88175.0;236475.0;144000.36231884058;156321.55797101452;99995.83333333334;71645.83333333333;47916.66666666667;49712.68115942029;33429.166666666664;1.0;0.825093574547723;0.6089453951531476;0.6396803782615497;0.6687990694969469;0.6724474698812742;623021.7391304348;415517.0289855073;1038538.768115942;0.6669382509275738;BH;1.002847904120561;1.3188341214652963;1.1716924944092497;1.5190117353220582;1.2805001115287502;0.8497588072813109;1.2145492007320162;0.05916284573287975;0.05933133584502654;1.2197302592782822;1.608621884919911;1.0341502453359923;1.2117060805516664;0.6125500904043705;0.9304707757968265;0.5530062700844672;0.7081245905192586;0.5728455343207149;0.486780538000796;0.7582817656400014;0.9209705123877256;0.8159506850398195
BDI;2000.0;2000.0;32712.137681159416;20995.833333333336;25254.166666666668;13240.036231884056;6910.507246376812;3512.5;2229.166666666667;2000.0;4604.166666666666;4466.666666666666;1.0;0.641836175244087;0.5242713571443942;0.5082839616211398;0.8971962616822429;0.9701357466063348;73710.14492753624;46215.036231884056;119925.18115942027;0.6269833857648446;BI;1.0024158052555712;0.6406699062570952;0.5167493962797427;0.49114899786166394;0.8541967810466966;0.813325519717211;0.6073364850539877;0.0030759198538322886;0.0030833506771808924;0.04012725270931345;0.02570832323163062;0.028452577847680082;0.014702852425391063;0.009655200846097911;0.004742142219714081;0.006025247023865836;0.0051467466127973855;0.013478634230119928;0.010962517190290481;0.01949849084134493;0.011842144891439801;0.015609384119702387
BEN;2000.0;2000.0;51949.40476190476;28022.101449275364;54312.5;30879.166666666664;16606.159420289856;8808.333333333332;5551.992753623188;3182.246376811594;5295.108695652174;3733.333333333333;1.0;0.5394114057265266;0.5685462217107786;0.5304256758230967;0.5731719254739452;0.7050532005884566;135715.16563146998;76625.18115942029;212340.34679089027;0.5646029373570042;BJ;1.0307196816735777;0.5561085409733681;0.5785826309417444;0.5228035198745686;0.5460938899885812;0.6137365114591607;0.5593904160911812;0.0031852205765249236;0.003283069538695899;0.05646870843540728;0.031402731058664875;0.0537012190238515;0.03107059258759886;0.02369191309760994;0.012386215559992874;0.012306448599947218;0.006720476387889706;0.01121094499371644;0.00688056627060407;0.03243954850520349;0.018146372536135835;0.025259818205607763
BLM;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;3000.0;3000.0;1.0;1.0;1.0;1.0;1.0;1.0;13000.0;13000.0;26000.0;1.0;BL;1.0403726708074532;0.9956331877729259;0.8218125960061444;0.7657534246575343;0.866580310880829;0.8178896625602573;0.8502083333333332;5.970149253731344;6.211180124223603;4.385964912280702;4.366812227074236;3.7383177570093458;3.0721966205837172;3.5778175313059033;2.73972602739726;2.9895366218236172;2.5906735751295336;1.9646365422396854;1.6068559185859668;3.1854937515314874;2.7083333333333335;2.927598243441054
BMU;2000.0;2000.0;2725.0;3041.666666666667;4039.492753623188;4416.666666666666;3654.166666666667;4474.45652173913;2754.1666666666665;3376.449275362319;3079.166666666667;4354.166666666666;1.0;1.1162079510703364;1.0933716028343348;1.224480690099648;1.225942248240479;1.414073071718538;18251.992753623188;21663.405797101448;39915.39855072464;1.1869063334358965;BM;1.1032056293979673;1.140928059015676;1.05753366070578;1.2036477972302562;1.3501660759658707;1.19523765388781;1.1246405118242122;1.4174344436569808;1.563721657544957;1.1354166666666667;1.2954287336740489;1.2008004618380463;1.2698869081847803;0.8321946405526456;1.0016692459680165;0.5449478960559293;0.7357701624236912;0.2851608322528864;0.3408349641226353;0.6656938052966368;0.7486662219070171;0.7082975219278957
BRN;2000.0;2000.0;31313.768115942024;40854.16666666666;48241.66666666666;50995.83333333333;28464.880952380958;32529.166666666664;13116.666666666668;17398.73188405797;9233.333333333332;12016.666666666668;1.0;1.30467104806424;1.0570910347210227;1.1427824595888834;1.326459864095906;1.3014440433213;132370.31573498962;155794.56521739127;288164.8809523809;1.1769599879877743;BN;1.087693197784941;1.4676868014588487;1.3490016783033552;1.4562639322940634;1.4743012994223577;1.2535952006964837;1.3521251321809242;0.1519756838905775;0.16530291759649557;1.162826993796354;1.7066658311749792;1.038191978536739;1.4005227214471418;0.6553443295126271;0.9543543103026746;0.40659227113039886;0.5994395136626346;0.27298978012989183;0.3422186782100207;0.6751038675958547;0.9128249062088981;0.7857320740248206
BOL;2000.0;2000.0;471462.5;516516.6666666666;392063.40579710144;389126.8115942029;160018.93939393942;174437.5;67700.36231884058;80008.69565217392;49157.24637681159;57295.83333333333;1.0;1.0955625668354676;0.992509899777746;1.0901053379098116;1.18180601863497;1.1655623037575364;1142402.4538866929;1219385.5072463767;2361787.9611330694;1.0673869817924246;BO;1.0313225033106046;1.1220594543778668;1.007982830397948;1.1061868626016793;1.1833547607382895;1.023646776432985;1.0595932037460845;0.004162149000772079;0.004292517926627991;0.5927989629279431;0.665155680898693;0.38119626273893975;0.3842392878527163;0.20251793576883723;0.2240226799886985;0.11829688746101741;0.1399871849575166;0.07302775592984366;0.07475462694771927;0.2632315273194735;0.2789183373594159;0.2711036725027376
BES;2000.0;2000.0;2000.0;2000.0;2000.0;2152.173913043478;2000.0;2000.0;2000.0;2000.0;3000.0;3000.0;1.0;1.0;1.076086956521739;1.0;1.0;1.0;13000.0;13152.173913043478;26152.17391304348;1.011705685618729;BQ;1.0907563025210083;1.0560253699788584;1.1345809054235767;1.081605049594229;1.0812530592266274;1.0718072289156624;1.084365005088947;3.0816640986132513;3.361344537815126;2.002002002002002;2.1141649048625792;0.8888888888888888;1.0085163603765126;0.8336807002917882;0.9017132551848512;0.9053870529651425;0.9789525208027411;0.6744604316546765;0.7228915662650603;1.0035510267098966;1.0882156141852952;1.0444158910959855
BRA;5441.666666666667;5229.166666666667;14654166.666666668;18070833.333333336;18751268.11594203;21741666.666666664;12625000.0;17075000.0;7291666.666666666;11466666.666666668;6141666.666666666;11762500.0;0.9609494640122512;1.2331532556155815;1.1594771368120027;1.3524752475247526;1.572571428571429;1.9151967435549528;59469209.782608695;80121895.83333334;139591105.61594203;1.3472836805167094;BR;0.9983678921328702;1.2678432453444473;1.1669345177660713;1.325926358796426;1.4956863390294655;1.6195755216936576;1.284917458833711;0.0008939398544123804;0.0008924808481432531;1.2937576652474696;1.6402819169966067;1.1460425923711748;1.3373566598680353;0.7700903613355471;1.021083108749866;0.5510056135822191;0.8241315689634735;0.3034960404844116;0.49153475809950026;0.7110154905828614;0.9135962173511345;0.8147057835022938
BHS;2000.0;2000.0;12974.45652173913;16300.0;20627.536231884056;23674.242424242424;11450.0;14847.826086956522;5641.847826086956;8272.727272727272;4319.202898550724;6391.485507246377;1.0;1.2563146651028358;1.1477009255060264;1.296753370039871;1.4663152087292344;1.4797835752034227;57013.04347826087;71486.28129117259;128499.32476943346;1.253858361699817;BS;1.0134109758249514;1.2400442275703671;1.0827879411316943;1.1630455046282804;1.3142506424751779;1.183319073922744;1.123286190545081;0.17412502176562772;0.1764602082230457;0.6522449488105334;0.8088125837344315;0.6464285876491399;0.6999450795092814;0.42779749673080514;0.49754795546399444;0.21716119422967498;0.2854042390370273;0.10775916617311318;0.12751347672265537;0.3651990102056873;0.4102230049647806;0.38894755013040694
BTN;2000.0;2000.0;26416.666666666668;33133.33333333333;26070.83333333333;27562.5;11100.0;11162.5;3616.6666666666665;3082.427536231884;3175.0;3254.166666666667;1.0;1.254258675078864;1.0572159181716478;1.0056306306306306;0.852284111400521;1.0249343832020998;72379.16666666667;80194.92753623189;152574.09420289856;1.1079835708189312;BT;1.083635801992432;1.3645347961730407;1.3306513642554585;1.2477516709139376;1.0374222800124893;1.0824349566675577;1.2967402480577823;0.07126567844925884;0.07722604062089737;0.499388760759701;0.681433340874346;0.2930525424427383;0.3899507653999604;0.15661375661375662;0.19541507650292356;0.08191770479426198;0.0849832520810533;0.06019299675810945;0.06515500383755465;0.2143316839257283;0.2779325209804911;0.24363595662176132
BWA;2000.0;2000.0;39741.1231884058;42858.33333333333;33852.355072463775;39425.0;15769.565217391304;19487.5;5967.934782608696;6725.90579710145;6579.166666666667;8408.333333333334;1.0;1.078437897443144;1.164616166751398;1.2357664736696996;1.1270072549555292;1.2780240658644713;103910.14492753624;118905.07246376813;222815.21739130435;1.144306675221066;BW;1.0120066158903886;1.0820522865199773;1.1791621604128621;1.2712776381819335;1.0818720580228949;1.1089413296738804;1.1306978939444057;0.020177155424628238;0.020419414779572417;0.2284812988018915;0.2472287117956409;0.14380107587353086;0.16956478729672655;0.10520618323453756;0.13374626814453863;0.0641699617493032;0.06942368858096912;0.06594399730043067;0.07312802405035035;0.12208464131008614;0.1380408468122726;0.13011046803361173
BLR;2000.0;2000.0;329651.268115942;500358.3333333333;427863.9492753623;575948.731884058;325706.0606060605;573008.3333333333;130310.8695652174;341508.3333333333;85325.0;314404.1666666666;1.0;1.5178413727726106;1.346102500244516;1.7592805373873075;2.6207202397833496;3.684783670280301;1300857.147562582;2307227.8985507246;3608085.046113306;1.7736212641593898;BY;1.0565341943244226;1.611635409455877;1.4116646314457832;1.769002464615909;2.354982551093203;2.297129629551769;1.492519328172409;0.00998676753301875;0.010551361389403267;1.0532561452728806;1.6974648989487777;0.7043828011335647;0.994352287358962;0.4496323914366578;0.795400808622593;0.2213645135656715;0.521309566878391;0.07829540376386859;0.17985469184370162;0.36919291626959605;0.55102756335671;0.46793508229631214
BLZ;2000.0;2000.0;26236.41304347826;28562.5;19995.83333333333;23032.427536231884;8565.217391304348;11425.0;3514.6739130434785;4878.804347826087;3000.0;3508.333333333334;1.0;1.0886587260486793;1.1518613479257456;1.3338832487309644;1.38812432348848;1.1694444444444447;63312.13768115942;73407.0652173913;136719.20289855072;1.1594469545013637;BZ;1.0370809457946386;1.128243442944596;1.1977923270496584;1.3329409746078145;1.3454292784908588;1.1254478113045168;1.1706910963612198;0.12701638511367966;0.13172627280511098;0.9186740797464288;1.0364880066770694;0.5299015061172209;0.6347119581192648;0.3027434395342976;0.4035391353489686;0.17481591211357764;0.23520244650369218;0.13266704992703313;0.14930984097260647;0.4136696352901628;0.48427935886918655;0.44880413254948864
CAN;2045.8333333333333;2000.0;2049804.1666666667;2215787.5;2958333.333333333;3079166.666666667;1769200.3623188406;2184720.833333333;1077335.144927536;1397916.6666666667;1075670.8333333335;1703895.8333333335;0.9775967413441956;1.0809752151120129;1.0408450704225354;1.2348634331443848;1.2975689814339937;1.584030895448964;8932389.673913043;10583487.5;19515877.173913043;1.184843909229461;CA;1.0105335828850053;1.1411793708253835;1.10443273181657;1.2384138312802924;1.2735361490351549;1.4321627919252393;1.1569614119024254;0.002381035512829465;0.0024061163477559957;1.203236114307003;1.3731082318792442;1.0431778052197205;1.1521197131892296;0.6624142028580705;0.820342910855944;0.44700718471318324;0.5692798086106736;0.17774574107266253;0.25456083678744507;0.5403298320443014;0.6251407653749753;0.5832401956369271
